Category,Brand,Product Name,Star Rating,Number of reviews,Description,Product ID,Color,Size,Regular Price,Previous Price,Feature Image URLs,Carousel Image URLs,URL
Hike & Camp / Bags & Backpacks / Women's Backpacks,Decathlon  Forclaz,Forclaz Women's MT500 AIR 55+10L Backpacking Pack,4.49,115,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT500 AIR only weighs 3.8 lbs and can contain a total volume of 55 liters which we recommend for a trip over 2 weeks long. The top of the bag is adjustable and can hold an extra 10 liters of volume.
This backpack has plenty of features if you are looking for a technical option at a fair price: AIR concept back ventilation, rain cover, water bottle holder, hiking poles holder, 8 pockets and a compartment for a water bladder for easy hydration.
The AIR concept: in order for your back to dry faster, we added a mesh on top of a ventilated structure. Ideal for long and sweaty day hikes from one camp to another !
This is a women's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8581395,Granite,One Size,$149.00,,https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687929.jpg?v=1714475698&width=675,"https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687929.jpg?v=1714475698&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687940.jpg?v=1714475704&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687932.jpg?v=1714475710&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687943.jpg?v=1714475716&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687931.jpg?v=1714475723&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2480660.jpg?v=1700657813&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687937.jpg?v=1714475730&width=150, https://www.decathlon.com/cdn/shop/files/8581395-product_image-p2687939.jpg?v=1714475737&width=150",https://www.decathlon.com/collections/womens-backpacks-and-bags/products/forclaz-mt500-air-backpacking-55-10-l-backpack-womens-324408
Hike & Camp / Bags & Backpacks / Women's Backpacks,Decathlon  Forclaz,Forclaz Women's MT100 EasyFit 60L Backpacking Pack,4.6,245,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT100 only weighs 3.7 lbs and can contain a total volume of 60 liters which we recommend for a trip over 2 weeks long.
This backpack has the essential features if you are looking for a budget-friendly option: back ventilation, rain cover, water bottle holder, hiking poles holder, external pockets and a compartment for a water bladder for easy hydration.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag.
This is a women's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8678452,Blue Gray,60 L,$109.00,,https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2606776.jpg?v=1714475381&width=675,"https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2606776.jpg?v=1714475381&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209098.jpg?v=1703075259&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209097.jpg?v=1703075259&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209096.jpg?v=1703075259&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2480654.jpg?v=1705418825&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209095.jpg?v=1703075259&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209094.jpg?v=1703075260&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209093.jpg?v=1703075260&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209092.jpg?v=1703075260&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209091.jpg?v=1703075261&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209090.jpg?v=1703075261&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209089.jpg?v=1703075261&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209088.jpg?v=1703075261&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209087.jpg?v=1703075262&width=150, https://www.decathlon.com/cdn/shop/files/8678452-product_image-p2209086.jpg?v=1714475398&width=150",https://www.decathlon.com/collections/womens-backpacks-and-bags/products/forclaz-mt100-easyfit-backpacking-60-liter-backpack-womens-309808
Hike & Camp / Bags & Backpacks / Daypacks,Decathlon  Quechua,Quechua NH Escape 500 23 L Hiking Backpack,4.7,3759,"Capacity: 23 liters | 2 lbs | Dimensions: 18” x 11” x 8.6”
3 compartments | 12 pockets: 3 zipped, 2 bottle holders 0.8 L, 1 laptop pocket 15
10-year warranty: Durable and abrasion-resistant materials","8844304, 8649339, 8649342","Beetroot, Dark Blue, Black","23 L, 23 L, 23 L","$35.00, $49.99, $35.00",$49.99,https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629987.jpg?v=1709136629&width=675,"https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629987.jpg?v=1709136629&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2651428.jpg?v=1709136638&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629978.jpg?v=1709136676&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2254055.jpg?v=1709136633&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629979.jpg?v=1709136644&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629983.jpg?v=1709136648&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629973.jpg?v=1709136652&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629981.jpg?v=1709136657&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629977.jpg?v=1709136662&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629974.jpg?v=1709136666&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629975.jpg?v=1709136671&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629980.jpg?v=1709136681&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629988.jpg?v=1709136685&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629982.jpg?v=1709136689&width=150, https://www.decathlon.com/cdn/shop/files/8844304-product_image-p2629984.jpg?v=1709136694&width=150",https://www.decathlon.com/collections/daypacks/products/quechua-nh-escape-500-23l-hiking-backpack-334344
Hike & Camp / Bags & Backpacks / Daypacks,Decathlon  Quechua,Quechua NH Arpenaz 100 10 L Hiking Backpack,4.7,4383,"User comfort: Foam-padded back and straps, with ventilated fabric | Adjustable straps | Thumb rests.
Multiple compartments: 1 x compartment | 2 x zipped pockets | 1 x flask holder.
Capacity: Great volume: 10 liters | Weight: 6.7 oz. | Dimensions: 15.7” x 8.6” x 5.9”
Abrasion resistance: Durable, abrasion-resistant components and assemblies | 10-year warranty","8775634, 8775637, 8789421, 8844351","Black, Slate Blue, Yellow Ochre, Dark Green","10 L, 10 L, 10 L, 10 L","$9.99, $9.99, $9.99, $9.99",,https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2621212.jpg?v=1712059796&width=675,"https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2621212.jpg?v=1712059796&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423258.jpg?v=1704984367&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2485326.jpg?v=1705499207&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423260.jpg?v=1704893182&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423261.jpg?v=1704893188&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423259.jpg?v=1704984372&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423262.jpg?v=1704893175&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2611081.jpg?v=1716203949&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423257.jpg?v=1716203955&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423256.jpg?v=1716203960&width=150, https://www.decathlon.com/cdn/shop/files/8775634-product_image-p2423255.jpg?v=1716203965&width=150",https://www.decathlon.com/collections/daypacks/products/quechua-hiking-10l-backpack-arpenaz-nh100-344147
Hike & Camp / Bags & Backpacks / Daypacks,Decathlon  Forclaz,Forclaz Foldable backpack 10L - Travel,4.61,3648,"1 large main compartment + 1 zipper pocket
Reinforced shoulder straps
Capacity: 10 liters
Lightweight: 1.6 oz (45 g)","8560403, 8560406, 8576230","Black, Prune, Pewter","10 L, 10 L, 10 L","$6.99, $6.99, $6.99",,https://www.decathlon.com/cdn/shop/files/8560403-product_image-p2621812.jpg?v=1712144563&width=675,"https://www.decathlon.com/cdn/shop/files/8560403-product_image-p2621812.jpg?v=1712144563&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770474.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770544.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770546.jpg?v=1703075276&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1770511.jpg?v=1703075277&width=150, https://www.decathlon.com/cdn/shop/files/8560403-product_image-p1800999.jpg?v=1703075277&width=150",https://www.decathlon.com/collections/daypacks/products/forclaz-foldable-backpack-10l-travel-309862
Hike & Camp / Bags & Backpacks / Daypacks,Decathlon  Quechua,Quechua NH100 10 L Hiking Backpack,4.71,45767,"Abrasion resistant: Abrasion-resistant component (bottom and back) | 10-year warranty
Carrying comfort: Padded back and straps | Thumb rests
Easy to use: Easy access to the outside pocket by putting the bag on horizontally when hiking","8551453, 8731509, 8502149","Black, Cedar, Abyss Gray","10 L, 10 L, 10 L","$5.99, $5.99, $5.99",,https://www.decathlon.com/cdn/shop/files/8551453-product_image-p2583259.jpg?v=1723547922&width=675,"https://www.decathlon.com/cdn/shop/files/8551453-product_image-p2583259.jpg?v=1723547922&width=150, https://www.decathlon.com/cdn/shop/files/8551453-product_image-p1805396.jpg?v=1723547925&width=150, https://www.decathlon.com/cdn/shop/files/8551453-product_image-p1805323.jpg?v=1723547928&width=150, https://www.decathlon.com/cdn/shop/files/8551453-product_image-p2254008.jpg?v=1723547930&width=150, https://www.decathlon.com/cdn/shop/files/8551453-product_image-p1805324.jpg?v=1723547933&width=150, https://www.decathlon.com/cdn/shop/files/8551453-product_image-p1805395.jpg?v=1723547937&width=150",https://www.decathlon.com/collections/daypacks/products/quechua-nh-arpenaz-50-10-l-hiking-backpack-301684
Hike & Camp / Bags & Backpacks / Duffel Bags,Decathlon  Forclaz,Forclaz 500 Extend 30-40 L Duffel Bag,4.75,330,"Dimensions: 19.6” x 12.2” x 7.9” (50 x 31 x 20 cm) without the 'Extend system'
10-year warranty I Abrasion resistant coated fabric I Reinforced seams
3 x Zipped Pockets I Weighs 1.98 lb (900 g)","8735952, 8790189","Pink, Caribbean Green","30-40 L, 30-40 L","$59.99, $59.99",,https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2606547.jpg?v=1712146130&width=675,"https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2606547.jpg?v=1712146130&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2480601_8e7d468a-1329-41a0-9487-c39db5273fc5.jpg?v=1704984001&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2439624_3cafb046-228b-4130-9624-d5bc939c41b6.jpg?v=1704984004&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2439784_89a2e6ae-5c1a-4dd7-ae7e-6aaef1fd1624.jpg?v=1704984007&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2439623_b156f5e3-2f1f-4ca4-9aa6-3b3520a51fe7.jpg?v=1704984010&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2479897_33700f61-6148-48ab-a7f9-6cb1a5bcc49f.jpg?v=1704984013&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2479896_ef9e564c-751a-44cc-8d88-4f1e16a5e389.jpg?v=1704984017&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2439603_6429846c-5e3c-4c0b-abfc-b3943c35cd1c.jpg?v=1704984020&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2439626_4ed5bf8e-8a3b-4f5f-8651-c5896b8a356d.jpg?v=1704983994&width=150, https://www.decathlon.com/cdn/shop/files/8735952-product_image-p2479785.jpg?v=1704984023&width=150",https://www.decathlon.com/collections/duffel-bags/products/forclaz-500-extend-30-40-l-duffel-bag-338461
Hike & Camp / Bags & Backpacks / Daypacks,Decathlon  Quechua,Quechua MH900 25 L Hiking Backpack,4.67,21,"8 Pockets -1 water bladder compartment (not included)- pole attachments
This hiking bag weighs just 2.14 lb",8851898,Zinc Gray,One Size,$129.00,,https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612847.jpg?v=1722852382&width=675,"https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612847.jpg?v=1722852382&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612857.jpg?v=1722852388&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2651430.jpg?v=1722852390&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612843.jpg?v=1722852395&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612846.jpg?v=1722852400&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612859.jpg?v=1722852404&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612854.jpg?v=1722852409&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612856.jpg?v=1722852413&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612858.jpg?v=1722852418&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612845.jpg?v=1722852423&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612844.jpg?v=1722852429&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612855.jpg?v=1722852434&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612853.jpg?v=1722852439&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612852.jpg?v=1722852444&width=150, https://www.decathlon.com/cdn/shop/files/8851898-product_image-p2612850.jpg?v=1722852449&width=150",https://www.decathlon.com/collections/daypacks/products/quechua-mh900-25-l-hiking-backpack-324604
Hike & Camp / Bags & Backpacks / Duffel Bags,Decathlon  Forclaz,Forclaz 500 Extend 40-60 L Duffel Bag,4.73,2244,"Capacity: 40 L to 60 L volumeIt’s accepted as cabin baggage by most airlines
Weight: 2.8 lbs (1.27 kg)
Easy to transport: Wear on the back with the padded shoulder straps or carry by hand
Water repellent: Coated fabric so the water stays on the material's surface.
10-year bag warranty","8383299, 8383300","Dark Ivy Green, Teal Green","40 L, 40 L","$79.99, $79.99",,https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2606671.jpg?v=1724100291&width=675,"https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2606671.jpg?v=1724100291&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2439907.jpg?v=1724100294&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2480610.jpg?v=1724100298&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2439905.jpg?v=1724100302&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2439906.jpg?v=1724100306&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2439904.jpg?v=1724100310&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2479890.jpg?v=1724100315&width=150, https://www.decathlon.com/cdn/shop/files/8383299-product_image-p2479891.jpg?v=1724100319&width=150",https://www.decathlon.com/collections/duffel-bags/products/forclaz-500-extend-40-60-l-duffel-bag-156359
Hike & Camp / Bags & Backpacks / Duffel Bags,Decathlon  Forclaz,Forclaz 500 Extend 80-120 L Duffel Bag,4.63,1587,"Variable volume from 80 L to 120 L through a system of sections.
3 zipped pockets. Storage bag for organized contents.
10-Year Warranty
This bag weighs 3.8 lbs
Length: 29.5” x 17.1” x 15.7” (75 x 45 x 40 cm) without the Extend system","8383301, 8383302","Khaki Gray, Honey","80 L, 80 L","$109.00, $109.00",,https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2606648.jpg?v=1712142946&width=675,"https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2606648.jpg?v=1712142946&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2439655.jpg?v=1706530770&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2480609.jpg?v=1706530775&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2479889.jpg?v=1706530780&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2479888.jpg?v=1706530787&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2439654.jpg?v=1706530793&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2439653.jpg?v=1706530799&width=150, https://www.decathlon.com/cdn/shop/files/8383301-product_image-p2439652.jpg?v=1706530805&width=150",https://www.decathlon.com/collections/duffel-bags/products/backpacking-carry-bag-80-l-to-120-l-duffel-500-extend-156360
Hike & Camp / Bags & Backpacks / Duffel Bags,Decathlon  Forclaz,Forclaz Transport 900 Extend 80-120 L Duffel Bag,4.4,84,"Dimensions: Length: 27.6” Width: 19.7” Height: 13.4” to 19.7” (depending on the use of the Extend system)
Versatility: 3 x Inside pockets. 6 x Handles, extra shoulder straps, waterproof label holder.
Weight: 4.9 lbs.
Durability: Rainproof bag (IPX4). The welded assembly means it's highly durable.
Flexibility: Movable strap that can be used for internal compression or as a waist belt.",8581539,Brick Red,One Size,$159.00,,https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2606529.jpg?v=1712145157&width=675,"https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2606529.jpg?v=1712145157&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2480605.jpg?v=1704982210&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142833.jpg?v=1704982214&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142832.jpg?v=1704982218&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142827.jpg?v=1704982222&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142831.jpg?v=1704982226&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142829.jpg?v=1704982231&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142825.jpg?v=1704982235&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142836.jpg?v=1704982201&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142835.jpg?v=1704982205&width=150, https://www.decathlon.com/cdn/shop/files/8581539-product_image-p2142828.jpg?v=1704982238&width=150",https://www.decathlon.com/collections/duffel-bags/products/waterproof-convertible-duffel-bag-backpack-80-l-to-120-l-324516
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Men's MT900 50+10 L Ultralight Backpacking Pack,4.26,101,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT900 ULTRALIGHT only weighs 2.9 lb and can contain a total volume of 50 liters which we recommend for a trip under 2 weeks long. The top of the bag is adjustable and can hold an extra 10 liters of volume.
This backpack has plenty of features if you are looking for a lightweight technical option at a great price: AIR concept back ventilation, rain cover, water bottle holder, hiking poles holder, 7 pockets and a compartment for a water bladder for easy hydration.
The AIR concept: in order for your back to dry faster, we added a mesh on top of a ventilated structure. Ideal for long and sweaty day hikes from one camp to another !
This is a men's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8642599,Blue Gray,50+10 L,$189.00,,https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687928.jpg?v=1714475928&width=675,"https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687928.jpg?v=1714475928&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2687942.jpg?v=1714475935&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604991.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604994.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604995.jpg?v=1700742153&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2595128.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604992.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2604996.jpg?v=1700742154&width=150, https://www.decathlon.com/cdn/shop/files/8642599-product_image-p2480659.jpg?v=1700742152&width=150",https://www.decathlon.com/collections/backpacking-packs/products/mens-ultralight-backpacking-backpack-5010-l-mt900-ul-332178
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Women's MT100 Easyfit 50 L Backpacking Pack,4.62,574,"This backpack is made for multiple days hiking or trekking in autonomy. You can carry everything you need to camp, drink and eat on your back with comfort.
The MT100 only weighs 3.5 lbs and can contain a total volume of 50 liters which we recommend for a trip up to 2 weeks.
This backpack has the essential features if you are looking for a budget-friendly option: back ventilation, rain cover, water bottle holder, hiking poles holder, external pockets and a compartment for a water bladder for easy hydration.
The EASYFIT technology allows you to simultaneaously adjust the back and the straps of the bag by pulling the 2 straps located on each side of the bag.
This is a women's backpack: This bag has been conceived for a masculine morphology (torso and hips). We recommend to consider the users physical morphology when you choose a bag for comfort purposes when carrying it on your back.
10-year warranty: the fabric of the bag is ultra resistant and Decathlon is proud to offer this warranty for any defect that could appear in the next 10 years.",8731062,Bordeaux,One Size,$99.99,,https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2606907.jpg?v=1712144466&width=675,"https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2606907.jpg?v=1712144466&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2480666.jpg?v=1703075280&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209083.jpg?v=1703075280&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209082.jpg?v=1703075281&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209081.jpg?v=1703075281&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209080.jpg?v=1703075281&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209079.jpg?v=1703075281&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209078.jpg?v=1703075282&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209077.jpg?v=1703075282&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209076.jpg?v=1703075282&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209075.jpg?v=1703075283&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209074.jpg?v=1703075283&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209073.jpg?v=1703075283&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209072.jpg?v=1703075283&width=150, https://www.decathlon.com/cdn/shop/files/8731062-product_image-p2209071.jpg?v=1703075284&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-womens-mt100-easyfit-50-l-backpacking-pack-309825
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Men's MT900 Symbium2 90+10 L Backpacking Pack,4.4,15,"Adjustable straps and back. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Polyamide-reinforced bag bottom. Recycled ripstop Cordura® fabric (500 deniers).",8751965,Dark Ivy Green,One Size,$229.00,,https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604568.jpg?v=1706785929&width=675,"https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604568.jpg?v=1706785929&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604502.jpg?v=1706785933&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604503.jpg?v=1706785938&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604501.jpg?v=1706785942&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604505.jpg?v=1706785947&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604576.jpg?v=1706785950&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604564.jpg?v=1706785955&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604504.jpg?v=1706785961&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604506.jpg?v=1706785967&width=150, https://www.decathlon.com/cdn/shop/files/8751965-product_image-p2604499.jpg?v=1706785972&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-mens-mt900-symbium2-5010-l-backpacking-pack-342061
Hike & Camp / Bags & Backpacks / Backpacking Packs,Decathlon  Forclaz,Forclaz Women's MT900 Symbium2 50+10 L Backpacking Pack,5.0,3,"Adjustable straps and back. Multi-density foam. SYMBIUM technology.
10 storage areas. Large front access.
Volume: 50 L+ 10 L (adjustable with a height-adjustable hat).
Polyamide-reinforced bag bottom. Ripstop Cordura® fabric (500 deniers).
Ventilation channel between the supports, for better breathability.",8752034,Abyss Gray,One Size,$199.00,,https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2604599.jpg?v=1710243612&width=675,"https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2604599.jpg?v=1710243612&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581320.jpg?v=1710243616&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581345.jpg?v=1710243620&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581336.jpg?v=1710243624&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581330.jpg?v=1710243629&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2604513.jpg?v=1710243631&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2604596.jpg?v=1710243635&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581327.jpg?v=1710243641&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581329.jpg?v=1710243647&width=150, https://www.decathlon.com/cdn/shop/files/8752034-product_image-p2581334.jpg?v=1710243652&width=150",https://www.decathlon.com/collections/backpacking-packs/products/forclaz-womens-mt900-symbium2-5010-l-backpacking-pack-342130
